City,State,Station_Count,Population_Density,EV_Vehicle_Density
Runnemede,NJ,1,2901,233
Running Springs,CA,1,129,52
Rush,NY,3,1357,190
Rushford,MN,1,464,178
Rushville,IN,3,1900,273
Ruskin,FL,6,1004,105
Russell,KS,1,4893,212
Russell,MB,3,2278,77
Russell Springs,KY,1,2950,101
Russells Point,OH,7,2936,275
Russellville,AR,6,4546,187
Rustburg,VA,1,279,160
Ruston,LA,3,3973,56
Ruther Glen,VA,1,4060,12
Rutherford,CA,6,1286,112
Rutherford,NJ,8,4059,282
Rutland,VT,16,873,31
Rye,CO,1,4705,125
Rye,NY,5,4560,113
Rye Brook,NY,3,452,268
SACRAMENTO,CA,1,4607,139
SAINT-CLAUDE,QC,1,4930,57
SAINT-JÉROME,QC,1,3128,36
SAINT-LUDGER,QC,1,217,24
SALEM,IN,1,581,272
SAN ANTONIO,TX,1,4387,274
SAN CARLOS,CA,1,2737,143
SANDUSKY,OH,1,206,85
SANDWICH,IL,1,4577,39
SANDY,UT,1,4978,135
SANTA BARBARA,CA,1,343,93
SANTA MARIA,CA,4,2732,63
SARNIA,ON,1,4663,292
SEA GIRT,NJ,1,965,272
SEATTLE,WA,1,3081,231
SF,CA,16,1661,11
SHELBY,NC,1,703,155
SHENANDOAH,IA,1,3162,27
SHERMAN,TX,1,4118,25
SHefford,QC,1,2115,168
SINTON,TX,1,1758,218
SIOUX FALLS,SD,1,3480,214
SITKA,AK,1,3867,122
SKOWHEGAN,ME,1,3870,187
SOUTHPORT,NC,2,1713,218
SPARKS,NV,1,1979,133
SPRINGFIELD,IL,1,4208,24
SPRINGFIELD,MO,1,2446,54
ST PETERS,MO,1,1199,103
ST-JEAN DE MATHA,QC,1,1174,116
ST. Johnsbury,VT,1,886,287
STE-ANNE-DE-BELLEVUE,QC,1,248,137
STE-CÉCILE-DE-WHITTON,QC,1,1854,47
STEPHENVILLE,TX,1,2269,106
STEWARTVILLE,MN,1,3856,207
STREATOR,IL,1,1279,201
STRONGSVILLE,OH,1,3409,16
SUDBURY,ON,1,2523,53
SURPRISE,AZ,1,4277,16
SURREY,BC,1,4687,203
SYCAMORE,IL,1,1024,10
Saanich,BC,1,1703,71
Saanichton,BC,2,3152,98
Sabillasville,MD,1,4318,27
Sabrevois,QC,3,4903,117
Sachse,TX,6,2477,144
Sackville,NB,3,3580,76
Saco,ME,12,3282,102
Sacramento,CA,427,2917,147
Sacré-Coeur,QC,1,3260,198
Sadbury,MA,1,4905,68
Saddle Brook,NJ,2,4989,196
Safety Harbor,FL,1,811,244
Safford,AZ,2,2686,78
Sag Harbor,NY,3,2748,107
Sagamore Beach,MA,1,1817,17
Saginaw,MI,19,4452,143
Sagle,ID,1,970,65
Saguache,CO,1,3674,123
Saguenay,QC,18,370,97
Saguenay Lac St-Jean,QC,1,1643,147
Saint Adolphe,MB,1,649,117
Saint Albans City,VT,3,4763,32
Saint Andrews,MB,1,4114,153
Saint Andrews,NB,1,4554,153
Saint Anthony,NL,1,1812,65
Saint Catherines,PE,1,3340,117
Saint Charles,MD,1,1462,15
Saint Charles,MN,1,4993,39
Saint Charles,MO,2,1384,136
Saint Cloud,MN,1,986,130
Saint Croix Falls,WI,1,2358,108
Saint Davids,PA,2,4482,175
Saint Francisville,LA,1,1885,250
Saint George,ME,2,4938,59
Saint George,SC,1,3643,277
Saint George,UT,1,395,82
Saint Helena,CA,2,2153,61
Saint Henry,OH,1,2697,274
Saint Hippolyte,QC,1,780,236
Saint Hyacinthe,QC,1,4990,202
Saint James,MN,1,4398,248
Saint James,NY,10,424,19
Saint John,NB,23,2391,237
Saint John,NS,2,4522,61
Saint Johns,FL,2,1086,249
Saint Johnsbury,VT,7,3218,108
Saint Joseph,MO,15,860,90
Saint Lambert,QC,1,3793,22
Saint Laurent,MB,1,1136,137
Saint Laurent,QC,1,1006,20
Saint Louis,MO,14,464,90
Saint Louis Park,MN,1,3513,270
Saint Mary's,NL,2,1169,15
Saint Marys,OH,1,4469,231
Saint Marys,ON,3,2355,90
Saint Michaels,MD,2,3786,12
Saint Paul,MN,95,4319,69
Saint Pete Beach,FL,2,3181,230
Saint Peter,MN,2,3358,58
Saint Peters,MO,1,2207,237
Saint Peters Bay,PE,1,3033,299
Saint Petersburg,FL,15,2929,202
Saint Thomas,ON,1,541,266
Saint-Adelme,QC,1,1659,112
Saint-Adolphe-d'Howard,QC,1,1841,155
Saint-Adrien,QC,1,725,299
Saint-Agapit,QC,2,3963,266
Saint-Aimé,QC,1,1790,287
Saint-Alban,QC,1,2881,198
Saint-Alexis-des-Monts,QC,1,190,187
Saint-Amable,QC,4,3106,25
Saint-Ambroise,QC,2,4402,95
Saint-Ambroise-de-Kildare,QC,1,1188,257
Saint-Anaclet,QC,1,4711,226
Saint-André-Avellin,QC,1,1280,51
Saint-André-d'Argenteuil,QC,1,2001,203
Saint-André-de-Kamouraska,QC,1,4590,172
Saint-Antoine-de-l'Isle-aux-Grues,QC,1,286,285
Saint-Antoine-sur-Richelieu,QC,1,1697,139
Saint-Antonin,QC,1,3508,272
Saint-Apollinaire,QC,5,3847,186
Saint-Arsène,QC,1,2770,274
Saint-Augustin-de-Desmaures,QC,6,4925,36
Saint-Augustin-de-desmaures,QC,1,339,94
Saint-Barnabé-Sud,QC,1,2680,205
Saint-Basile,QC,1,4336,252
Saint-Basile le Grand,QC,1,238,186
Saint-Basile-le-Grand,QC,7,2606,139
Saint-Benoît-du-Lac,QC,1,4265,154
Saint-Bernard-de-Lacolle,QC,2,4580,92
Saint-Bonaventure,QC,1,4825,97
Saint-Boniface,QC,2,2345,29
Saint-Bruno,QC,5,4400,239
Saint-Bruno-de-Montarville,QC,10,1849,135
Saint-Calixte,QC,4,667,60
Saint-Camille,QC,2,981,97
Saint-Casimir,QC,2,739,179
Saint-Charles-Borromee,QC,2,4061,72
Saint-Charles-Borromée,QC,7,4520,98
Saint-Charles-de-Bourget,QC,1,4637,198
Saint-Clet,QC,1,4999,199
Saint-Colomban,QC,1,2435,98
Saint-Come,QC,1,4421,35
Saint-Constant,QC,12,3085,185
Saint-Cuthbert,QC,1,659,273
Saint-Cyprien,QC,1,813,51
Saint-Célestin,QC,2,4693,128
Saint-Césaire,QC,1,4088,178
Saint-Côme,QC,8,356,117
Saint-Damase,QC,1,676,156
Saint-David,QC,2,137,185
Saint-David-de Falardeau,QC,1,2172,198
Saint-Dominique,QC,2,4605,169
Saint-Donat,QC,2,560,83
Saint-Donat-de-Montcalm,QC,1,1540,27
Saint-Edmond-les-Plaines,QC,1,4578,149
Saint-Edouard-De-Lotbinière,QC,1,1932,124
Saint-Elie-de-Caxton,QC,1,4764,234
Saint-Esprit,QC,2,3499,55
Saint-Eustache,QC,17,532,47
Saint-Fabien,QC,3,4251,215
Saint-Fabien de Panet,QC,1,1851,18
Saint-Fabien-de-Panet,QC,1,2147,262
Saint-Ferdinand,QC,1,2940,117
Saint-Ferréol-les-Neiges,QC,1,356,107
Saint-François-Xavier-de-Brompton,QC,1,771,284
Saint-François-du-Lac,QC,2,589,80
Saint-Frédéric,QC,1,3814,48
Saint-Fulgence,QC,1,2196,99
Saint-Félicien,QC,8,1782,228
Saint-Félix-d'Otis,QC,2,4511,116
Saint-Félix-de-Valois,QC,3,2560,105
Saint-Gabriel,QC,1,4629,41
Saint-Gabriel-de-Rimouski,QC,1,4012,135
Saint-Gabriel-de-Valcartier,QC,2,2075,156
Saint-Georges,QC,17,3316,289
Saint-Georges-De-Malbaie,QC,1,1489,33
Saint-Georges-de-Windsor,QC,1,4615,218
Saint-Germain-de-Grantham,QC,2,3956,129
Saint-Gervais,QC,1,1684,283
Saint-Guillaume,QC,1,3063,149
Saint-Gédéon,QC,5,4629,91
Saint-Gédéon-de-Beauce,QC,2,1076,217
Saint-Gérard-Majella,QC,1,3464,42
Saint-Henri,QC,1,145,33
Saint-Henri-de-Taillon,QC,4,1293,70
Saint-Hilaire,QC,1,3442,198
Saint-Hippolyte,QC,2,4612,93
Saint-Honoré,QC,2,346,234
Saint-Hubert,QC,5,3319,177
Saint-Hugues,QC,1,4425,195
Saint-Hyacinthe,QC,26,891,81
Saint-Hycinthe,QC,1,736,83
Saint-Isidore,QC,1,3875,162
Saint-Isidore-de-Clifton,QC,1,2521,105
Saint-Isidore-de-Laprairie,QC,2,4933,62
Saint-Jacques,QC,2,1188,183
Saint-Jacques-le-Mineur,QC,1,4283,119
Saint-Janvier-de-Joly,QC,1,3259,60
Saint-Jean-Baptiste,QC,1,812,262
Saint-Jean-Chrysostome,QC,2,4796,82
Saint-Jean-Port-Joli,QC,3,3744,221
Saint-Jean-de-Dieu,QC,1,3990,221
Saint-Jean-de-l'Île-d'Orléans,QC,1,2686,260
Saint-Jean-sur-Richelieu,QC,14,4409,177
Saint-Jerome,QC,1,2208,272
Saint-Joachim,QC,3,4893,239
Saint-Joachim-de-Shefford,QC,1,3714,248
Saint-John,NB,1,1342,284
Saint-Joseph-de-Beauce,QC,2,2159,152
Saint-Joseph-de-Sorel,QC,4,3586,79
Saint-Joseph-du-Lac,QC,2,4432,183
Saint-Jude,QC,1,3910,118
Saint-Juste-du-Lac,QC,1,4000,212
Saint-Jérôme,QC,18,2705,194
Saint-J√©r√¥me,QC,1,4842,101
Saint-Lambert,QC,6,3134,268
Saint-Lambert-de-Lauzon,QC,3,4668,215
Saint-Laurent,QC,8,4307,61
Saint-Lazare,QC,1,4151,190
Saint-Liboire,QC,3,3463,12
Saint-Liguori,QC,1,4121,93
Saint-Lin - Laurentides,QC,3,1945,223
Saint-Lin-Laurentides,QC,5,482,43
Saint-Lin-des-Laurentides,QC,1,4212,59
Saint-Louis-de-Blandford,QC,1,4688,298
Saint-Louis-de-Gonzague,QC,1,3910,268
Saint-Louis-du-Ha! Ha!,QC,1,1996,267
Saint-Luc,QC,1,1609,281
Saint-Luc-de-Vincennes,QC,1,4312,191
Saint-Léonard,QC,2,1678,42
Saint-Léonard-d'Aston,QC,3,979,274
Saint-L√©onard-d'Aston,QC,1,2262,49
Saint-Malo,MB,1,1672,219
Saint-Malo,QC,1,1748,281
Saint-Marc-des-Carrieres,QC,1,4839,145
Saint-Marc-sur-Richelieu,QC,2,1459,96
Saint-Marcel-de-Richelieu,QC,1,4531,69
Saint-Martin,QC,1,3069,173
Saint-Mathias-sur-Richelieu,QC,2,4060,12
Saint-Mathieu,QC,1,3911,24
Saint-Mathieu-de-Beloeil,QC,2,4342,111
Saint-Mathieu-de-Rioux,QC,2,4317,264
Saint-Mathieu-du-Parc,QC,1,180,234
Saint-Maurice,QC,1,2832,219
Saint-Maxime-Du-Mont-Louis,QC,1,2809,32
Saint-Michel,QC,2,2522,244
Saint-Michel-de-Bellechasse,QC,1,3741,140
Saint-Michel-de-Squatec,QC,1,4699,167
Saint-Michel-des-Saints,QC,4,767,182
Saint-Narcisse,QC,4,2596,26
Saint-Narcisse-de-Beaurivage,QC,1,3599,194
Saint-Nazaire-de-Dorchester,QC,1,3598,193
Saint-Nicolas,QC,3,1544,152
Saint-Norbert,QC,1,1445,53
Saint-Ours,QC,2,1289,21
Saint-Pacôme,QC,1,558,17
Saint-Pamphile,QC,4,1312,89
Saint-Pascal,QC,6,4659,171
Saint-Patrice-de-Sherrington,QC,2,1011,225
Saint-Paul,QC,2,1125,257
Saint-Paul-d'Abbotsford,QC,2,2511,38
Saint-Paulin,QC,1,171,281
Saint-Philippe,QC,1,2785,142
Saint-Philémon,QC,1,1293,14
Saint-Pie,QC,3,1948,253
Saint-Pierre-Baptiste,QC,1,2484,39
Saint-Pierre-Jolys,MB,1,2122,126
Saint-Polycarpe,QC,2,3841,187
Saint-Prosper,QC,4,4848,270
Saint-Quentin,NB,1,1398,244
Saint-Raphael,QC,1,4202,150
Saint-Raphaël,QC,1,1004,59
Saint-Raymond,QC,7,3126,279
Saint-Remi,QC,1,2128,117
Saint-Robert,QC,2,4811,55
Saint-Roch-de-Mékinac,QC,2,2720,91
Saint-Roch-de-Richelieu,QC,1,2746,135
Saint-Roch-de-l'Achigan,QC,2,4965,93
Saint-Roch-des-Aulnaies,QC,2,2389,299
Saint-Romain,QC,1,3972,80
Saint-Romuald,QC,2,1585,184
Saint-Rémi,QC,6,3251,100
Saint-Sauveur,QC,7,1540,258
Saint-Simon,QC,1,865,141
Saint-Siméon,QC,1,4579,178
Saint-Siméon Charlevoix,QC,1,2538,69
Saint-Siméon-de-Bonaventure,QC,1,4192,250
Saint-Stanislas-de-Champlain,QC,1,4883,199
Saint-Stanislas-de-Kostka,QC,1,1249,290
Saint-Sulpice,QC,2,3665,241
Saint-Sébastien-de-Frontenac,QC,1,4242,298
Saint-Séverin,QC,1,2072,284
Saint-Thomas,QC,1,2766,24
Saint-Thomas-Didyme,QC,1,563,50
Saint-Théodore d'Acton,QC,1,4318,217
Saint-Théodore-d'Acton,QC,1,2281,69
Saint-Théophile,QC,1,1742,249
Saint-Tite,QC,4,3988,105
Saint-Tite-des-Caps,QC,1,940,287
Saint-Urbain,QC,1,2754,169
Saint-Vallier,QC,1,4218,291
Saint-Valérien-de-Milton,QC,2,665,218
Saint-Venant-de-Paquette,QC,1,1064,142
Saint-Victor,QC,2,2382,106
Saint-Wenceslas,QC,1,1095,228
Saint-Zotique,QC,1,1287,80
Saint-Zénon,QC,1,4411,283
Saint-Zéphirin-de-Courval,QC,3,3354,143
Saint-henri de lévis,QC,1,756,75
Saint-Émile-de-Suffolk,QC,1,3082,136
Saint-Éphrem de Beauce,QC,1,1213,214
Saint-Étienne-de-Beauharnois,QC,1,4506,126
Saint-Étienne-de-Bolton,QC,1,656,276
Saint-Étienne-des-Grès,QC,3,3119,291
SaintJohns,NL,2,2404,158
Sainte-Adele,QC,2,2680,203
Sainte-Adèle,QC,5,151,177
Sainte-Agathe-Des-Monts,QC,1,1461,188
Sainte-Agathe-des-Monts,QC,14,1294,157
Sainte-Angèle-de-Prémont,QC,1,4119,66
Sainte-Anne-De-Beaupré,QC,1,3238,14
Sainte-Anne-de-Beaupré,QC,4,1748,23
Sainte-Anne-de-Bellevue,QC,8,771,289
Sainte-Anne-de-Sorel,QC,3,877,225
Sainte-Anne-de-la-Perade,QC,1,2379,184
Sainte-Anne-de-la-Pocatière,QC,1,3122,12
Sainte-Anne-de-la-Pérade,QC,3,1960,146
Sainte-Anne-de-la-Rochelle,QC,1,3239,109
Sainte-Anne-des-Lacs,QC,2,1174,92
Sainte-Anne-des-Monts,QC,3,1816,289
Sainte-Anne-des-Monts-Tourelle,QC,1,1383,141
Sainte-Anne-des-Plaines,QC,6,4786,10
Sainte-Brigide-D'Iberville,QC,1,2086,125
Sainte-Brigitte-de-Laval,QC,1,2733,211
Sainte-Béatrix,QC,2,1101,149
Sainte-Catherine,QC,5,1146,155
Sainte-Catherine-de-la-Jacques-Cartier,QC,6,2276,275
Sainte-Claire,QC,1,2438,211
Sainte-Clotilde-de-Beauce,QC,1,1955,161
Sainte-Croix,QC,3,600,231
Sainte-Cécile-de-Milton,QC,1,2333,88
Sainte-Eulalie,QC,1,4674,209
Sainte-Flavie,QC,1,2639,259
Sainte-Geneviève,QC,2,4708,108
Sainte-Geneviève-de-Batiscan,QC,1,3814,222
Sainte-Germaine-Boulé,QC,1,2432,152
Sainte-Hélène-de-Bagot,QC,1,700,199
Sainte-Jeanne-d'Arc,QC,2,4384,61
Sainte-Julie,QC,7,1088,121
Sainte-Julienne,QC,7,1981,144
Sainte-Justine,QC,2,4583,121
Sainte-Luce,QC,2,1854,22
Sainte-Lucie-des-Laurentides,QC,2,2564,282
Sainte-Marcelline-de-Kildare,QC,1,2323,242
Sainte-Marguerite-du-Lac-Masson,QC,2,4582,53
Sainte-Marie,QC,8,1594,82
Sainte-Marie-Madeleine,QC,1,952,270
Sainte-Marie-Salomée,QC,1,551,240
Sainte-Marthe-sur-le-Lac,QC,1,2424,42
Sainte-Martine,QC,3,1858,77
Sainte-Monique,QC,1,4408,25
Sainte-Monique de Honfleur,QC,1,3453,159
Sainte-Mélanie,QC,1,4236,111
Sainte-Perpétue,QC,1,4795,195
Sainte-Praxède,QC,2,3438,34
Sainte-Rose-du-Nord,QC,1,2688,81
Sainte-Sophie,QC,8,1882,90
Sainte-Thérèse,QC,13,3620,70
Sainte-Ursule,QC,1,1879,27
Sainte-Victoire-de-Sorel,QC,2,3232,251
Sainte-catherine,QC,1,3673,67
Sainte-Élisabeth,QC,1,3318,66
Sainte-Élizabeth-de-Warwick,QC,1,3857,106
Sainte-Émélie-de-l'Énergie,QC,1,4116,224
Saints-Martyrs-Canadiens,QC,1,2937,21
Salaberry-de-Valleyfield,QC,15,2481,20
Salado,TX,2,4339,172
Salamanca,NY,2,4036,292
Salem,IL,2,4528,226
Salem,IN,1,1519,250
Salem,MA,40,4250,54
Salem,MO,4,1430,90
Salem,NH,18,3017,264
Salem,OH,1,1546,76
Salem,OR,133,1540,111
Salem,SC,1,3844,100
Salem,VA,8,2944,51
Salford,ON,1,4275,285
Salida,CA,1,964,283
Salida,CO,12,571,86
Salina,KS,17,1602,243
Salina,NY,1,4784,211
Salina,OK,1,1510,230
Salina,UT,2,3870,271
Salinas,CA,59,2005,48
Saline,MI,6,4759,20
Salisbury,CT,2,4101,121
Salisbury,MA,1,3604,117
Salisbury,MD,16,3583,103
Salisbury,NB,1,4662,93
Salisbury,NC,15,698,67
Salisburyn,NB,1,1091,25
Salkum,WA,2,2032,102
Sallaberry-de-Valleyfield,QC,1,2884,174
Sallisaw,OK,1,3141,224
Salmo,BC,3,166,153
Salmon,ID,1,3498,283
Salmon Arm,BC,15,2850,147
Salt Lake City,UT,213,569,213
Salt Spring Island,BC,13,1824,219
Saltese,MT,1,4085,28
Saltillo,MS,1,1731,171
Saltville,VA,1,874,139
Saluda,NC,2,3112,53
Sammamish,WA,10,2603,92
San Angelo,TX,12,1586,133
San Anselmo,CA,16,4119,36
San Antonio,TX,239,4327,16
San Ardo,CA,1,1029,208
San Bernardino,CA,145,3112,121
San Bruno,CA,16,1605,98
San Carlos,CA,15,4829,137
San Clemente,CA,20,3044,239
San Diego,CA,880,2919,27
San Diego Country Estates,CA,1,1284,298
San Dimas,CA,9,388,170
San Fernando,CA,13,1911,290
San Francisco,CA,628,627,175
San Gabriel,CA,8,1016,269
San Jacinto,CA,1,1808,199
San Joaquin,CA,2,3674,275
San Jon,NM,1,3419,288
San Jose,CA,693,1506,226
San Juan,PR,17,1341,216
San Juan,TX,8,3233,162
San Juan Bautista,CA,1,898,190
San Juan Capistrano,CA,8,1623,221
San Leandro,CA,31,4207,282
San Luis Obispo,CA,99,2988,212
San Marcos,CA,39,2790,214
San Marcos,TX,30,4191,162
San Martin,CA,5,1341,179
San Mateo,CA,216,790,250
San Miguel,CA,3,627,296
San Pablo,CA,24,1595,254
San Pedro,CA,15,3925,89
San Rafael,CA,71,2993,101
San Ramon,CA,39,992,158
San Simeon,CA,3,486,39
San Tan Valley,AZ,2,1349,132
San Ysidro,CA,2,2628,38
Sanborn,NY,2,4603,268
Sand City,CA,3,3628,195
Sand Springs,OK,3,997,84
Sandersville,GA,3,810,54
Sandestin,FL,1,3795,78
Sandford,FL,1,2786,219
Sandpoint,ID,4,4612,248
Sandspit,BC,1,515,201
Sandstone,MN,2,1571,112
Sandusky,MI,2,4280,250
Sandusky,OH,6,4362,262
Sandwich,MA,6,2531,229
Sandy,OR,7,2615,226
Sandy,UT,46,1195,211
Sandy Lake,MB,1,909,38
Sandy Springs,GA,36,3144,221
Sanford,FL,34,1092,163
Sanford,MI,2,1381,240
Sanford,NC,9,4470,111
Sanger,CA,6,1873,186
Sanger,TX,2,3661,190
Sanibel,FL,2,3916,241
Sanibel Island,FL,1,1856,21
Santa Ana,CA,83,2473,195
Santa Barbara,CA,108,2676,258
Santa Clara,CA,368,991,275
Santa Clarita,CA,56,4284,144
Santa Claus,IN,2,807,254
Santa Cruz,CA,52,2497,40
Santa Fe,NM,80,4582,268
Santa Fe Springs,CA,5,2234,113
Santa Isabel,PR,1,2454,10
Santa Margarita,CA,1,4635,216
Santa Maria,CA,48,1076,144
Santa Monica,CA,233,834,280
Santa Nella,CA,3,2568,98
Santa Paula,CA,4,2640,204
Santa Rosa,CA,91,732,131
Santa Rosa,NM,2,4368,125
Santa Rosa Beach,FL,6,4199,205
Santa Teresa,NM,1,3001,45
Santa Ynez,CA,11,1763,76
Santa Ysabel,CA,3,2115,142
Santee,CA,28,3281,290
Santee,SC,3,4163,20
Santo,TX,1,2730,227
Sapulpa,OK,2,3972,165
Saquenay,QC,1,1154,249
Saraland,AL,1,480,69
Saranac Lake,NY,14,3182,147
Sarasota,FL,104,2491,59
Saratoga,CA,13,1692,176
Saratoga,NY,1,4361,174
Saratoga,WY,1,2847,198
Saratoga Springs,NY,87,2489,101
Saratoga Springs,UT,4,3653,298
"Saratoga Springs, New York",NY,1,3127,84
Sargents,CO,1,1307,54
Sarnia,ON,15,3953,62
Saskatoon,SK,41,644,184
Satellite Beach,FL,3,3181,170
Saturna Island,BC,1,3763,76
Saugatuck,MI,6,2339,279
Saugeen Shores,ON,1,2467,133
Saugerties,NY,8,3873,191
Saugus,MA,9,2727,191
Sauk Centre,MN,1,4031,45
Saukville,WI,1,2574,221
Sault Sainte Marie,MI,1,3230,143
Sault St. Marie,MI,1,3607,187
Sault St.e Marie,MI,1,196,175
Sault St.e Marie,ON,5,3958,55
Sault Ste Marie,ON,1,2808,165
Sault Ste. Marie,ON,6,3436,245
Sausalito,CA,4,556,69
Sautee Nacoochee,GA,2,4468,14
Savage,MD,1,3087,190
Savage,MN,3,4188,154
Savanna,IL,2,3984,274
Savannah,GA,66,1131,232
Savannah,TN,2,307,246
Savoy,IL,2,2037,22
Sayabec,QC,1,1246,277
Sayre,OK,1,4399,275
Sayre,PA,6,2664,25
Sayward,BC,2,542,101
Scanterbury,MB,1,4884,257
Scappoose,OR,6,932,28
Scarborough,ME,21,1561,112
Scarborough,ON,23,3616,104
Scarsdale,NY,7,1259,292
Schaumburg,IL,26,486,222
Schellsburg,PA,1,2141,46
Schenectady,NY,83,2653,70
Schenectdy,NY,1,1818,253
Schererville,IN,3,4875,15
Schertz,TX,3,4150,174
Schiller Park,IL,3,3509,22
Schofield,WI,1,789,34
Schoharie,NY,4,1269,233
Schomberg,ON,5,1052,132
Schoolcraft,MI,1,4979,138
Schroon Lake,NY,1,4690,131
Schulenburg,TX,1,3596,44
Schuyerville,NY,1,4017,92
Scio,OH,1,4942,191
Scipio,UT,1,2584,85
Scituate,MA,13,1954,113
Scotch,NJ,2,3539,241
Scotia,NY,7,3331,52
Scotland,CT,1,2697,102
Scotland Neck,NC,1,4083,153
Scotstown,QC,1,2291,263
Scott,LA,1,2735,87
Scott,QC,3,756,272
Scott City,KS,1,3912,79
Scott City,MO,1,3440,158
Scott's Valley,CA,1,4011,223
Scotts Valley,CA,8,1896,156
Scottsbluff,NE,6,4463,34
Scottsboro,AL,3,1862,118
Scottsburg,IN,4,4572,190
Scottsdale,AZ,186,3385,260
Scottsville,NY,4,1685,212
Scottville,MI,6,3663,179
Scranton,PA,13,2540,184
Scugog,ON,2,4684,179
Sea Island,GA,1,4917,11
Sea Ranch,CA,2,3200,143
SeaTac,AZ,4,3344,136
SeaTac,WA,17,1140,55
Seabrook,NH,5,3227,203
Seabrook,TX,1,2373,218
Seaford,DE,6,3729,67
Seaford,NY,1,2214,87
Seaforth,ON,4,1777,211
Seagoville,TX,2,3194,298
Seagrove Beach,FL,1,1098,71
Seal Beach,CA,19,2384,277
Seal Cove,ME,1,1689,135
Seal Rock,OR,1,1261,58
Sealy,TX,3,2620,97
Searcy,AR,2,3955,270
Searles Valley,CA,1,4748,188
Searsport,ME,2,794,78
Seaside,CA,25,4512,69
Seaside,OR,5,4963,258
Seaside Heights,NJ,6,3898,178
Seatac,WA,1,3783,278
Seattle,WA,778,2071,121
Seaview,WA,1,1603,109
Seba Beach,AB,1,3349,224
Sebastian,FL,2,4318,122
Sebastopol,CA,12,3342,106
Sebeka,MN,1,1968,127
Sebring,FL,7,1771,45
Secaucus,NJ,9,1182,299
Sechelt,BC,14,1828,133
Sedalia,CO,2,3951,49
Sedalia,MO,9,2242,150
Sedona,AZ,28,1248,35
Seekonk,MA,3,353,151
Seeley Lake,MT,1,4202,66
Seffner,FL,1,3642,159
Seguin,ON,6,2875,214
Seguin,TX,10,4737,85
Seibert,CO,1,3433,294
Seiling,OK,1,4284,219
Selah,WA,10,3379,267
Selbyville,DE,4,4408,268
Selden,NY,2,2981,193
Selinsgrove,PA,2,365,20
Selkirk,MB,10,2440,169
Sellers,SC,1,3248,269
Sellersburg,IN,1,3459,97
Sellersville,PA,4,1104,193
Selma,CA,13,2194,25
Selma,NC,1,4817,253
Selma,TX,6,3371,95
Selwyn,ON,2,4622,208
Seminole,FL,3,309,19
Seminole,OK,3,987,173
Seneca,KS,2,253,33
Seneca,SC,6,3693,73
Seneca Falls,NY,3,514,247
Senneterre,QC,4,3524,247
Senneville,QC,3,1384,31
Sept-Iles,QC,6,3248,189
Sept-Îles,QC,5,868,56
Sepulveda,CA,1,1082,288
Sequim,WA,9,3302,233
Setauket- East Setauket,NY,1,4774,227
Seven Fountains,VA,1,3626,246
Seven Points,TX,1,2887,213
Severance,CO,1,2310,28
Severn,MD,2,1138,189
Severn Bridge,ON,1,4032,171
Sevierville,TN,8,641,294
Seville,OH,1,458,70
Seward,AK,4,949,94
Seward,NE,3,4622,44
Sewickley,PA,2,2644,14
Seymour,CT,2,4681,85
Seymour,IN,3,1931,262
Seymour,TN,1,1572,16
Shadey Valley,TN,1,1536,178
Shafer,MN,1,429,139
Shafter,CA,4,4454,147
Shaker Height,OH,1,4338,100
Shaker Heights,OH,8,4108,172
Shakopee,MN,11,4822,262
Shallotte,NC,3,1488,210
Shamokin Dam,PA,1,4285,29
Shamrock,TX,2,819,238
Shandaken,NY,1,3335,172
Shandon,CA,1,4676,174
Shannon,QC,1,2231,241
Sharbot Lake,ON,1,1200,247
Sharon,CT,2,772,129
Sharon,MA,4,616,116
Sharon,PA,2,2632,259
Sharon Springs,NY,1,3770,293
Sharonville,OH,3,881,207
Sharpsburg,GA,1,3623,229
Sharpsburg,MD,1,3658,160
Sharpsburg,PA,2,2486,295
Sharpsville,PA,1,4882,274
Shaunavon,SK,1,1689,229
Shawano,WI,5,1601,225
Shawinigan,BC,1,3894,165
Shawinigan,MB,1,4418,225
Shawinigan,QC,30,3180,123
Shawinigan,YT,1,1176,170
Shawinigan-Sud,QC,3,1200,107
Shawnee,KS,23,602,166
Shawnee,OK,4,1439,171
Shawnigan Lake,BC,1,3985,51
Sheboygan,WI,7,723,189
Shediac,NB,3,1986,60
Sheffield,OH,4,3450,261
Sheffield Village,OH,1,1150,129
Shefford,QC,1,3872,84
Shelburne,NS,3,4016,171
Shelburne,ON,3,4118,158
Shelburne,VT,6,1429,132
Shelburne Falls,MA,2,4214,150
Shelby,IA,1,3467,191
Shelby,NC,8,4051,286
Shelby,OH,2,2597,266
Shelby Township,MI,5,1673,254
Shelbyville,IN,8,2734,95
Shelbyville,TN,1,2868,80
Sheldon,IA,1,1311,278
Shell,WY,1,875,189
Shell Rock,IA,1,1260,288
Shellbrook,SK,1,2483,158
Shelter Island,NY,3,2754,15
Shelton,CT,10,3640,157
Shelton,WA,5,4797,177
Shenandoah,TX,4,4735,18
Shepherd,TX,1,1195,187
Shepherdstown,WV,3,123,293
Shepherdsville,KY,4,4819,125
Shepody,NB,1,3656,105
Sherborn,MA,2,1179,65
Sherbrooke,NS,2,4418,216
Sherbrooke,QC,105,278,114
Sherburn,MN,1,2947,44
Sherburne,NY,1,2060,218
Sheridan,CO,2,1573,290
Sheridan,OR,1,4988,156
Sheridan,WY,5,1312,296
Sherman,NY,1,909,90
Sherman,TX,24,519,59
